"X","focal_ID","focal_DOB","Date_Sampled","Genetic_Sex","Consensus_Sex","AGD_day13","AGD_age_10to15d","AGD_weight","AGD_tail_length","dam_ID","sire_ID","Genetic_LitterID_95CI","Genetic_LitterSize_95CI","Genetic_LitterID_80CI","Genetic_LitterSize_80CI","Social_LitterID","Social_LitterSize","Data_Type","Ind_Deathdate","sex.ratio.M","Density.DOB","Females.at.DOB","Season.DOB","Year_born","hairDate_1","hairDate_2","hairDate_3","Testo_pg.mg_1","Testo_pg.mg_2","Testo_pg.mg_3","Prog_pg.mg_1","Prog_pg.mg_2","Prog_pg.mg_3","Cort_pg.mg_1","Cort_pg.mg_2","Cort_pg.mg_3","AEA_ng.mg_1","AEA_ng.mg_2","AEA_ng.mg_3","AG2_ng.mg_1","AG2_ng.mg_2","AG2_ng.mg_3","OEA_ng.mg_1","OEA_ng.mg_2","OEA_ng.mg_3","Season.hair","sampleSeason_2","sampleSeason_3","closestPopCheck_hairSampling_1","closestPopCheck_hairSampling_2","closestPopCheck_hairSampling_3","Density.hair","Adults.at.hairSampling_2","Adults.at.hairSampling_3","Females.at.hairSampling_1","Females.at.hairSampling_2","Females.at.hairSampling_3","Date.1stLit","Age.1stLit","number_firstRepro","closestPopCheck_firstRepro","Density.1stLit","Females.at.firstRepro","motherCort","motherTesto","motherProg","motherAEA","mother2AG","motherOEA","motherPEA","motherSEA","motherSampleDate","Age_firstLit","closestPopCheck_hairSampling","Adults.at.hairSampling","Females.at.hairSampling","Age_last_seen","life.repro.success","life.repro.y.n","recruitment.y.n","Remarks","missing.tail.y.n","Testo","Year.Month_born","AGD.tail","AGD.weight","weight.tail","tail.day","Age.hair","closestPopCheck_1stLit","Females.at.1stLit","Season.1stLit","Date.Med.1stLit","Density.Med.1stLit","closestPopCheck_Med.1stLit","Females.at.Med.1stLit","Date.2months","Density.2months","closestPopCheck_Date.2months","Females.at.2months","Reproduction.y.n","Repro.onset","Date_last_seen_MM","Date_last_seen_PC","Date_death","Date_last_seen","Longevity"
9310,"'P000130203",2017-11-11,"2017-11-22","F","F",2.8,11.5,5.1,36,"'000757D1E1","'00079A37AA","'000757D1E1_B",2,"'000757D1E1_B",2,"2017111524",3,"P",NA,0,407,242,"autumn","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0,0,"no",NA,"no",NA,"2017-11",0.166525505642185,-0.110442370587995,0.549879356187216,-4.0220160334867,NA,NA,NA,NA,2018-06-01,311,2018-05-09,228,2018-01-10,407,2017-12-08,242,0,NA,NA,NA,NA,NA,NA
9313,"'P000130225",2017-11-09,"2017-11-22","F","F",3.5,14,4.9,46,"'00075A63D5","'0007999843","'00075A63D5_C",4,"'00075A63D5_C",4,"2017112207_2",14,"P",NA,40,407,242,"autumn","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,0,"no",NA,"no",NA,"2017-11",0.269638911767846,0.637557148926844,-1.41128376619069,-2.49957322504599,NA,NA,NA,NA,2018-05-30,311,2018-05-09,228,2018-01-08,407,2017-12-08,242,0,NA,NA,NA,NA,NA,NA
9318,"'P000130246",2017-11-13,"2017-11-24","F","F",2.5,11.5,5.7,37,"'00075A3734","'0007B11BE2",NA,NA,NA,NA,"2017112233",4,"P",NA,50.4589006555724,407,242,"autumn","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0,0,"no",NA,"no",NA,"2017-11",-0.193163153745248,-0.554440929132511,0.973763043949425,-3.0220160334867,NA,NA,NA,NA,2018-06-03,311,2018-05-09,228,2018-01-12,407,2017-12-08,242,0,NA,NA,NA,NA,NA,NA
9320,"'P000130248",2017-11-13,"2017-11-24","F","F",2.3,11.5,5.2,34,"'0007B0197D","'000783BB81","'0007B0197D_B",2,"'0007B0197D_B",2,"2017112233",4,"P",NA,50,407,242,"autumn","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0,0,"no",NA,"no",NA,"2017-11",-0.214097175582947,-0.634442130345415,1.0021119806628,-6.0220160334867,NA,NA,NA,NA,2018-06-03,311,2018-05-09,228,2018-01-12,407,2017-12-08,242,0,NA,NA,NA,NA,NA,NA
9322,"'P000130261",2017-11-16,"2017-11-29","F","F",2.6,14,4.1,41,"'00079A17FF","'00079AFD73","'00079A17FF_A",4,"'00079A17FF_A",4,"2017112921",6,"P","2017-12-21",33.3333333333333,407,242,"autumn","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,0,"no","runt","no",NA,"2017-11",-0.331917791294984,-0.0704447730138012,-1.33070220500174,-7.49957322504599,NA,NA,NA,NA,2018-06-06,454,2018-07-03,254,2018-01-15,407,2017-12-08,242,0,NA,NA,NA,2017-12-21,2017-12-21,35
9324,"'P000130263",2017-11-16,"2017-11-29","F","F",2.1,14,3,36,"'00079A17FF","'00079AFD73","'00079A17FF_A",4,"'00079A17FF_A",4,"2017112921",6,"P",NA,33.3333333333333,407,242,"autumn","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,0,"no","runt","no",NA,"2017-11",-0.533474494357814,-0.306447415682188,-1.55012064381278,-12.499573225046,NA,NA,NA,NA,2018-06-06,454,2018-07-03,254,2018-01-15,407,2017-12-08,242,0,NA,NA,NA,NA,NA,NA
9325,"'P000130264",2017-11-16,"2017-11-29","F","F",2.4,14,3.8,38,"'000799780B","'000799724B","'000799780B_A",1,"'000799780B_A",1,"2017112921",6,"P",NA,0,407,242,"autumn","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.94,1.35,4.92,NA,NA,NA,NA,NA,"2017-12-23",NA,NA,NA,NA,73,0,0,"no","runt","no",NA,"2017-11",-0.352851813132682,-0.198445493741543,-1.10235326828837,-10.499573225046,NA,NA,NA,NA,2018-06-06,454,2018-07-03,254,2018-01-15,407,2017-12-08,242,0,NA,NA,NA,NA,NA,NA
9326,"'P000130265",2017-11-16,"2017-11-29","F","F",2.3,14,3.4,39,"'00079A17FF","'00079AFD73","'00079A17FF_A",4,"'00079A17FF_A",4,"2017112921",6,"P",NA,33.3333333333333,407,242,"autumn","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,0,"no","runt","no",NA,"2017-11",-0.512540472520116,-0.202446454711866,-1.67846958052616,-9.49957322504599,NA,NA,NA,NA,2018-06-06,454,2018-07-03,254,2018-01-15,407,2017-12-08,242,0,NA,NA,NA,NA,NA,NA
9327,"'P000130271",2017-11-19,"2017-12-01","F","F",2.8,13,5,34,"'00075E056D","'00079AFD6F","'00075E056D_E",3,"'00075E056D_E",3,"2017112228",6,"P",NA,80,407,242,"autumn","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2017-11",0.285902824417054,-0.086442610830576,0.802111980662798,-11.1085503484223,NA,NA,NA,NA,2018-06-09,454,2018-07-03,254,2018-01-18,207,2018-02-26,127,0,NA,NA,NA,NA,NA,NA
9329,"'P000130403",2017-11-26,"2017-12-08","F","F",2,13,2.8,30,"'0007AFDB02","'0007B00699","'0007AFDB02_B",4,"'0007AFDB02_B",4,"2017120119",4,"P",NA,60,407,242,"autumn","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","runt","no",NA,"2017-11",-0.27534253803321,-0.358447896167349,-0.693422770386039,-15.1085503484223,NA,NA,NA,NA,2018-06-16,454,2018-07-03,254,2018-01-25,207,2018-02-26,127,0,NA,NA,NA,NA,NA,NA
9331,"'P000130405",2017-11-26,"2017-12-08","F","F",2,13,2.7,31,"'0007AFDB02","'0007B00699","'0007AFDB02_B",4,"'0007AFDB02_B",4,"2017120119",4,"P",NA,60,407,242,"autumn","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no","runt","no",NA,"2017-11",-0.335031197420644,-0.33444813640993,-0.969539082623829,-14.1085503484223,NA,NA,NA,NA,2018-06-16,454,2018-07-03,254,2018-01-25,207,2018-02-26,127,0,NA,NA,NA,NA,NA,NA
9332,"'P000130482",2018-01-24,"2018-02-05","F","F",2.4,13,4.8,38,"'0007B0FF7D",NA,"'0007B0FF7D_B",5,"'0007B0FF7D_B",5,"2018020223_1",13,"P",NA,66.6666666666667,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2018-01",-0.352851813132682,-0.438443091315737,-0.102353268288366,-7.10855034842227,NA,NA,NA,NA,2018-05-19,311,2018-05-09,228,2018-03-25,207,2018-02-26,127,0,NA,NA,NA,NA,NA,NA
9335,"'P000130486",2018-01-24,"2018-02-05","F","F",3,13,5.6,43,"'00075E058B","'00079A30A4","'00075E058B_B",1,"'00075E058B_B",1,"2018020223_1",13,"P",NA,66.6666666666667,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2018-01",-0.051295110069852,-0.030441169375092,-0.18293482947732,-2.10855034842227,NA,NA,NA,NA,2018-05-19,311,2018-05-09,228,2018-03-25,207,2018-02-26,127,0,NA,NA,NA,NA,NA,NA
9336,"'P000130487",2018-01-24,"2018-02-05","F","F",2.8,13,5.2,38,"'0007B0FF7D","'0007B11FC1","'0007B0FF7D_B",5,"'0007B0FF7D_B",5,"2018020223_1",13,"P",NA,66.6666666666667,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2018-01",0.0471481868673176,-0.134442130345415,0.297646731711635,-7.10855034842227,NA,NA,NA,NA,2018-05-19,311,2018-05-09,228,2018-03-25,207,2018-02-26,127,0,NA,NA,NA,NA,NA,NA
9339,"'P000130495",2018-01-26,"2018-02-07","F","F",3.1,13,4.7,39,"'000799CE13","'0007B12108","'000799CE13_B",2,"'000799CE13_B",2,"2018020223_2",9,"P",NA,0,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2018-01",0.287459527479884,0.285556668441682,-0.378469580526156,-6.10855034842227,NA,NA,NA,NA,2018-05-21,311,2018-05-09,228,2018-03-27,207,2018-02-26,127,0,NA,NA,NA,NA,NA,NA
9341,"'P000130498",2018-01-28,"2018-02-08","F","F",2.3,12,3.6,32,"'000799D093","'000799C341","'000799D093_A",1,"'000799D093_A",1,"2018020224_3",4,"P","2018-02-26",0,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,0,"no",NA,"no",NA,"2018-01",-0.0947198568080785,-0.250445974226705,-0.24565539486162,-9.71752747179856,NA,NA,NA,NA,2018-05-23,311,2018-05-09,228,2018-03-29,207,2018-02-26,127,0,NA,NA,NA,2018-02-26,2018-02-26,29
9342,"'P000130504",2018-01-31,"2018-02-12","F","F",2.4,13,3.8,34,NA,"'0007B0FD4E",NA,NA,NA,NA,"2018020217",9,"P",NA,50.4589006555724,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2018-01",-0.114097175582946,-0.198445493741543,-0.397888019337202,-11.1085503484223,NA,NA,NA,NA,2018-05-26,311,2018-05-09,228,2018-04-01,207,2018-02-26,127,0,NA,NA,NA,NA,NA,NA
9343,"'P000130505",2018-01-30,"2018-02-12","F","F",3,14,4.2,37,"'0007ABC041","'0007B0FD4E","'0007ABC041_A",1,"'0007ABC041_A",1,"2018020218_3",9,"P",NA,50,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,0,"no",NA,"no",NA,"2018-01",0.306836846254752,0.305555467228779,-0.526236956050575,-11.499573225046,NA,NA,NA,NA,2018-05-25,311,2018-05-09,228,2018-03-31,207,2018-02-26,127,0,NA,NA,NA,NA,NA,NA
9345,"'P000130507",2018-01-30,"2018-02-12","F","F",3,14,3.4,32,"'0007B0FEF6","'0007AC790C","'0007B0FEF6_A",1,"'0007B0FEF6_A",1,"2018020218_3",9,"P",NA,50,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.03,2.92,15.65,0.386,0.52,50.32,74002,68952,"2018-03-23",NA,NA,NA,NA,73,0,0,"no",NA,"no",NA,"2018-01",0.605280143191922,0.497553545288134,-0.44565539486162,-16.499573225046,NA,NA,NA,NA,2018-05-25,311,2018-05-09,228,2018-03-31,207,2018-02-26,127,0,NA,NA,NA,NA,NA,NA
9347,"'P000130510",2018-01-30,"2018-02-12","F","F",2.5,14,3.5,33,"'0007AFD6E3","'0007B0FD4E","'0007AFD6E3_B",1,"'0007AFD6E3_B",1,"2018020218_3",9,"P",NA,0,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,0,"no",NA,"no",NA,"2018-01",0.0455914838044875,-0.0264462144692851,-0.521771707099411,-15.499573225046,NA,NA,NA,NA,2018-05-25,311,2018-05-09,228,2018-03-31,207,2018-02-26,127,0,NA,NA,NA,NA,NA,NA
9348,"'P000130511",2018-01-30,"2018-02-12","F","F",2.5,13.5,3.5,36,"'000757DD22","'0007B0D116",NA,NA,NA,NA,"2018020218_2",9,"P",NA,50.4589006555724,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,0,"no",NA,"no",NA,"2018-01",-0.133474494357814,-0.0264462144692851,-1.05012064381278,-10.8040617867341,NA,NA,NA,NA,2018-05-25,311,2018-05-09,228,2018-03-31,207,2018-02-26,127,0,NA,NA,NA,NA,NA,NA
9350,"'P000130518",2018-02-04,"2018-02-16","F","F",2.8,13,5.3,40,NA,"'0007B0DD74",NA,NA,"'0007ABD5AA_A",2,"2018020829_2",20,"P",NA,50.4589006555724,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2018-02",-0.0722291319075503,-0.158441890102834,0.0454141072360527,-5.10855034842227,NA,NA,NA,NA,2018-05-30,311,2018-05-09,228,2018-04-05,311,2018-05-09,228,0,NA,NA,NA,NA,NA,NA
9351,"'P000130519",2018-02-04,"2018-02-16","F","F",2.8,13,5.5,38,NA,NA,NA,NA,"'0007ABD5AA_A",2,"2018020829_2",20,"P",NA,50.4589006555724,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2018-02",0.0471481868673176,-0.206441409617673,0.597646731711635,-7.10855034842227,NA,NA,NA,NA,2018-05-30,311,2018-05-09,228,2018-04-05,311,2018-05-09,228,0,NA,NA,NA,NA,NA,NA
9353,"'P000130617",2018-02-14,"2018-02-26","F","F",2.5,12.5,4.4,37,"'00075804E3","'000799C341","'00075804E3_D",1,"'00075804E3_D",1,"2018022626_1",2,"P",NA,0,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2018-02",-0.193163153745248,-0.24244405228606,-0.326236956050574,-6.41303891011041,NA,NA,NA,NA,2018-06-09,454,2018-07-03,254,2018-04-15,311,2018-05-09,228,0,NA,NA,NA,NA,NA,NA
9355,"'P000130631",2018-02-16,"2018-02-28","F","F",3,13,4.9,40,NA,"'P000130211",NA,NA,NA,NA,"2018021930",5,"P","2018-03-26",50.4589006555724,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,0,"no",NA,"no",NA,"2018-02",0.12777086809245,0.137557148926844,-0.354585892763947,-5.10855034842227,NA,NA,NA,NA,2018-06-11,454,2018-07-03,254,2018-04-17,311,2018-05-09,228,0,NA,NA,NA,2018-03-26,2018-03-26,38
9356,"'P000130632",2018-02-16,"2018-02-28","F","F",2.5,13,3.8,37,NA,"'P000130211",NA,NA,NA,NA,"2018021930",5,"P","2018-03-30",50.4589006555724,207,127,"winter","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,0,"no",NA,"no",NA,"2018-02",-0.193163153745248,-0.0984454937415433,-0.926236956050575,-8.10855034842227,NA,NA,NA,NA,2018-06-11,454,2018-07-03,254,2018-04-17,311,2018-05-09,228,0,NA,NA,NA,2018-03-30,2018-03-30,42
9358,"'P000130667",2018-03-16,"2018-03-28","F","F",2.3,13,5.3,36,"'0007B0FEF6","'000799C59B",NA,NA,NA,NA,"2018032116",17,"P",NA,50.4589006555724,207,127,"spring","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.03,2.92,15.65,0.386,0.52,50.32,74002,68952,"2018-03-23",NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2018-03",-0.333474494357814,-0.658441890102834,0.749879356187216,-9.10855034842227,NA,NA,NA,NA,2018-07-29,454,2018-07-03,254,2018-05-15,311,2018-05-09,228,0,NA,NA,NA,NA,NA,NA
9360,"'P000130680",2018-03-23,"2018-04-04","F","F",2.5,13,5.2,40,"'000783BD84","'0007B11E2C",NA,NA,NA,NA,"2018032818",47,"P","2018-06-20",50.4589006555724,207,127,"spring","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,0,0,"no",NA,"no",NA,"2018-03",-0.37222913190755,-0.434442130345415,-0.054585892763947,-5.10855034842227,NA,NA,NA,NA,2018-08-05,454,2018-07-03,254,2018-05-22,311,2018-05-09,228,0,NA,NA,NA,2018-06-20,2018-06-20,89
9361,"'P000131129",2018-03-23,"2018-04-04","F","F",2.9,13,5.9,44,"'0007B10199","'000799C59B","'0007B10199_B",4,"'0007B10199_B",4,"2018032818",47,"P",NA,62.5,207,127,"spring","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.49,0.94,14.34,0.21,0.33,69.62,76.82,32.55,"2018-05-09",NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2018-03",-0.210983769457286,-0.20244044864735,-0.0590511417151101,-1.10855034842227,NA,NA,NA,NA,2018-08-05,454,2018-07-03,254,2018-05-22,311,2018-05-09,228,0,NA,NA,NA,NA,NA,NA
9362,"'P000131131",2018-03-23,"2018-04-04","F","F",2.8,13,4.8,41,"'0007B11F0E","'0007B00BEF","'0007B11F0E_A",1,"'0007B11F0E_A",1,"2018032818",1,"P","2018-05-09",0,207,127,"spring","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0,0,"no",NA,"no",NA,"2018-03",-0.131917791294984,-0.0384430913157372,-0.630702205001738,-4.10855034842227,NA,NA,NA,NA,2018-08-05,454,2018-07-03,254,2018-05-22,311,2018-05-09,228,0,NA,NA,NA,2018-05-09,2018-05-09,47
9364,"'P000131141",2018-03-23,"2018-04-04","F","F",2,12.5,6.6,40,"'000799B4BE","'0007B0CF3D","'000799B4BE_A",4,"'000799B4BE_A",4,"2018032828_2",11,"P",NA,20,207,127,"spring","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2018-03",-0.87222913190755,-1.27043876694929,1.34541410723605,-3.41303891011042,NA,NA,NA,NA,2018-08-05,454,2018-07-03,254,2018-05-22,311,2018-05-09,228,0,NA,NA,NA,NA,NA,NA
9365,"'P000131142",2018-03-23,"2018-04-04","F","F",2.5,12.5,5.4,37,"'000799B4BE","'0007B0CF3D","'000799B4BE_A",4,"'000799B4BE_A",4,"2018032828_2",11,"P",NA,20,207,127,"spring","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,"no",NA,"no",NA,"2018-03",-0.193163153745248,-0.482441649860253,0.673763043949426,-6.41303891011041,NA,NA,NA,NA,2018-08-05,454,2018-07-03,254,2018-05-22,311,2018-05-09,228,0,NA,NA,NA,NA,NA,NA
