"LC.MS.run","External.ID2","BarnID","focal_ID","hairDate","Testo_pg.mg","Prog_pg.mgSE","Cort_pg.mg","AEA.pg.mg","AG2.pg.mg","OEA.ng.mg","A.ng.mg","PEA.ng.mg","AGD","weight","tail","hairDateMIN30d","DOB","sex","Age","Season","closestPopCheck_hairSampling","Density","Females.at.hairSampling","closestDateHandling","weight.at.hair"
"1_775",123,"'00079AA8DB","'00079AA8DB",2017-08-07,1.23,3.36,31.39,33.13,37.22,3,1.92,3,"4","6.6","50",2017-07-08,17309,"F",76,"Summer",2017-08-09,404,259,NA,NA
"1_775",124,"'00079AF4CD","'00079AF4CD",2017-08-07,3.77,3.24,55.08,32.29,31.25,3.22,2.86,3.35,"4.3","6.1","45",2017-07-08,17284,"M",101,"Summer",2017-08-09,404,259,NA,NA
"1_775",125,"'00079A3B68","'00079A3B68",2017-08-07,2.55,3.18,64.4,46.18,52.22,4.7,5.22,5.12,"3.8","4","38",2017-07-08,17272,"M",113,"Summer",2017-08-09,404,259,NA,NA
"1_775",126,"'00079A88EB","'00079A88EB",2017-08-07,1.91,3.22,56.9,36.36,31.19,3.99,2.5,3.49,"4.8","5.5","40",2017-07-08,17311,"M",74,"Summer",2017-08-09,404,259,NA,NA
"1_775",127,"'00079B14AA","'00079B14AA",2017-08-07,1.06,2.19,50.83,34.64,41.84,2.45,1.37,2.61,"3.4","5.7","42",2017-07-08,17311,"F",74,"Summer",2017-08-09,404,259,NA,NA
"1_775",128,"'00079ADEC1","'00079ADEC1",2017-08-07,1.22,2.96,84.04,37.5,33.46,3.92,3.34,3.87,NA,"17.4",NA,2017-07-08,NA,"F",NA,"Summer",2017-08-09,404,259,NA,NA
"1_775",129,"'0007ABD3A8","'0007ABD3A8",2017-08-09,1.52,3.62,36.45,35.77,57.38,3.48,1.87,3.43,NA,NA,NA,2017-07-10,17278,"F",109,"Summer",2017-08-09,404,259,NA,NA
"1_775",130,"'0007B0DE2E","'0007B0DE2E",2017-08-09,1.64,3.22,47.79,33.99,38.56,3.76,3.13,3.62,"5.1","5.1",NA,2017-07-10,17334,"M",53,"Summer",2017-08-09,404,259,NA,NA
"1_775",131,"'0007B0DEAC","'0007B0DEAC",2017-08-09,5.55,3.36,52.65,24.59,16.4,3.36,2.37,3.54,"5.3","5.6","44",2017-07-10,17274,"M",113,"Summer",2017-08-09,404,259,NA,NA
"1_775",132,"'0007B0DD7F","'0007B0DD7F",2017-08-09,2.94,2.69,31.19,37.11,20.81,3.91,4.42,4.49,"3","5.8","45",2017-07-10,17272,"F",115,"Summer",2017-08-09,404,259,NA,NA
"1_775",133,"'0007B0DF65","'0007B0DF65",2017-08-09,1.2,4.11,41.31,32.9,28.32,2.98,2,3.36,"2.9","6.1","44.5",2017-07-10,17301,"F",86,"Summer",2017-08-09,404,259,NA,NA
"1_775",134,"'0007B0DD13","'0007B0DD13",2017-08-09,4.74,4.01,43.13,21.17,12.58,2.89,3.74,3.86,"5","5.4","45",2017-07-10,17296,"M",91,"Summer",2017-08-09,404,259,NA,NA
"1_775",135,"'000783BB81","'000783BB81",2017-08-09,1.66,3.16,40.7,43.41,36.28,3.51,1.82,3.33,"4.9","4.8","40",2017-07-10,17312,"M",75,"Summer",2017-08-09,404,259,NA,NA
"1_775",136,"'0007B00A87","'0007B00A87",2017-08-09,1.12,2.88,54.07,48.04,52.96,3.21,1.76,3.57,"3.4","5.6","44",2017-07-10,17335,"F",52,"Summer",2017-08-09,404,259,NA,NA
"1_775",137,"'0007B00D2B","'0007B00D2B",2017-08-09,1.26,5.33,43.54,26.23,20.86,3.21,2.76,3.58,NA,NA,NA,2017-07-10,17278,"F",109,"Summer",2017-08-09,404,259,NA,NA
"1_775",138,"'0007AFDA4C","'0007AFDA4C",2017-08-09,1.04,2.92,44.55,36.86,42.05,3.26,1.52,3.26,NA,NA,NA,2017-07-10,17278,"F",109,"Summer",2017-08-09,404,259,NA,NA
"1_775",139,"'0007B0E156","'0007B0E156",2017-08-09,1.25,4.23,40.1,28.14,27.37,3.19,2.41,3.64,NA,NA,NA,2017-07-10,17278,"F",109,"Summer",2017-08-09,404,259,NA,NA
"1_775",140,"'0007B0DEB5","'0007B0DEB5",2017-08-09,7.12,5.36,110.4,NA,NA,NA,NA,NA,"4.6","4.6","44",2017-07-10,17261,"M",126,"Summer",2017-08-09,404,259,NA,NA
"1_775",141,"'0007B0E140","'0007B0E140",2017-08-09,3.79,2.81,83.23,45.2,34.57,3.67,3.87,3.89,"3.9","4.9","38",2017-07-10,17285,"M",102,"Summer",2017-08-09,404,259,NA,NA
"1_775",142,"'0007B0E084","'0007B0E084",2017-08-09,3.24,2.51,86.87,67.38,47.67,4.44,2.8,4.14,"4.5","6.6","41",2017-07-10,17298,"M",89,"Summer",2017-08-09,404,259,NA,NA
"1_775",143,"'0007B0197D","'0007B0197D",2017-08-09,1.12,2.98,32,30.16,30.85,3.17,1.68,3.16,"2.7","5.2","41",2017-07-10,17284,"F",103,"Summer",2017-08-09,404,259,NA,NA
"1_775",144,"'0007B00A15","'0007B00A15",2017-08-09,1.21,3.46,32.2,31.48,28.58,3.89,1.88,3.75,"2.8","5.6","41",2017-07-10,17284,"F",103,"Summer",2017-08-09,404,259,NA,NA
"1_775",145,"'0007ABCED8","'0007ABCED8",2017-08-09,3.62,3.67,51.64,36.53,16.23,3.69,2.96,4.16,"4.3","5.1","40",2017-07-10,17276,"M",111,"Summer",2017-08-09,404,259,NA,NA
"1_775",146,"'0007ABDD2C","'0007ABDD2C",2017-08-09,1.03,3,48.2,44.93,44.86,3.9,3.95,4.39,"3.5","5.9","45",2017-07-10,17335,"F",52,"Summer",2017-08-09,404,259,NA,NA
"1_775",147,"'0007B0E2A3","'0007B0E2A3",2017-08-09,1.23,4.05,54.88,47.28,42.62,4.53,3.76,5.29,"5.1","5.6","46",2017-07-10,17335,"M",52,"Summer",2017-08-09,404,259,NA,NA
"1_775",148,"'0007B0E093","'0007B0E093",2017-08-09,1.26,2.29,38.48,36.14,74.92,3.19,1.59,2.92,"4.9","5.2","37",2017-07-10,17331,"M",56,"Summer",2017-08-09,404,259,NA,NA
"1_775",149,"'0007B00AC8","'0007B00AC8",2017-08-09,2.59,2.96,36.45,27.55,29.84,3.68,3.91,4.24,"3.9","3.9","35",2017-07-10,17309,"M",78,"Summer",2017-08-09,404,259,NA,NA
"1_775",150,"'0007B0DD0E","'0007B0DD0E",2017-08-09,1.2,3.46,45.77,31.19,36.85,3.4,1.97,3.45,NA,NA,NA,2017-07-10,17278,"F",109,"Summer",2017-08-09,404,259,NA,NA
"1_775",151,"'0007B0E197","'0007B0E197",2017-08-09,1.36,4.15,35.84,29,20.38,3.38,2.82,3.97,"2.9","4.4","40",2017-07-10,17269,"F",118,"Summer",2017-08-09,404,259,NA,NA
"1_775",152,"'0007AFDA11","'0007AFDA11",2017-08-09,1,2.75,67.64,35.76,56.97,3.18,1.48,2.95,"2.6","4.8","40",2017-07-10,17312,"F",75,"Summer",2017-08-09,404,259,NA,NA
"1_775",153,"'0007B019FA","'0007B019FA",2017-08-09,1.11,3.1,43.94,34.61,28.98,3.61,1.86,3.42,NA,NA,NA,2017-07-10,17278,"F",109,"Summer",2017-08-09,404,259,NA,NA
"1_775",154,"'000783ED4B","'000783ED4B",2017-08-09,1.06,3.52,41.92,46.62,67.35,4.76,4.39,5.77,"3.4","6.1","48",2017-07-10,17335,"F",52,"Summer",2017-08-09,404,259,NA,NA
"1_775",155,"'000783A665","'000783A665",2017-08-09,1.08,2.84,32,51.81,40.47,4.51,2.32,3.83,"3.5","5.4","44",2017-07-10,17311,"F",76,"Summer",2017-08-09,404,259,NA,NA
"1_775",156,"'0007ABF27F","'0007ABF27F",2017-08-09,1.14,2.35,35.03,43.19,41.34,3.89,1.3,3.14,"4.8","4.9","36",2017-07-10,17313,"M",74,"Summer",2017-08-09,404,259,NA,NA
"1_775",157,"'0007B0DE95","'0007B0DE95",2017-08-09,1.23,1.97,34.02,34.91,39.6,3.56,1.4,4.26,"5.9","6.1","48",2017-07-10,17312,"M",75,"Summer",2017-08-09,404,259,NA,NA
"1_775",158,"'0007AFD801","'0007AFD801",2017-08-09,2.77,2.88,37.06,40.57,30.16,4.52,3.18,5.11,"4.2","6","36.5",2017-07-10,17301,"M",86,"Summer",2017-08-09,404,259,NA,NA
"1_775",159,"'000783F1A8","'000783F1A8",2017-08-09,1.2,2.73,62.37,53.19,63.28,3.55,1.72,3.17,"6.4","7.8","53",2017-07-10,17331,"M",56,"Summer",2017-08-09,404,259,NA,NA
"1_775",160,"'0007AC0BDA","'0007AC0BDA",2017-08-09,3.2,7.33,50.42,NA,NA,NA,NA,NA,"3.5","3.8","33",2017-07-10,17270,"M",117,"Summer",2017-08-09,404,259,NA,NA
"1_775",161,"'0007ACA689","'0007ACA689",2017-08-09,0.9,2.67,31.19,52.23,86.65,4.52,2.01,3.31,NA,NA,NA,2017-07-10,17278,"F",109,"Summer",2017-08-09,404,259,NA,NA
"1_775",162,"'0007AC4D5E","'0007AC4D5E",2017-08-09,3.95,3.91,42.93,46.32,16.97,4.47,4.41,5.01,"4.9","6.7","41",2017-07-10,17283,"M",104,"Summer",2017-08-09,404,259,NA,NA
"1_775",163,"'0007B01D8F","'0007B01D8F",2017-08-09,2.59,2.57,39.29,49.15,32.81,3.73,2.63,3.98,"4.9","7.2","47",2017-07-10,17283,"M",104,"Summer",2017-08-09,404,259,NA,NA
"1_775",164,"'000783D1D6","'000783D1D6",2017-08-09,1.36,6.8,59.74,27.67,15.07,2.7,1.7,3,"2.4","4","33",2017-07-10,17270,"F",117,"Summer",2017-08-09,404,259,NA,NA
"1_775",165,"'0007B0064E","'0007B0064E",2017-08-09,1.2,3.3,44.96,38.22,44.21,2.68,0.52,2.08,"2.5","5.8","40",2017-07-10,17283,"F",104,"Summer",2017-08-09,404,259,NA,NA
"1_775",166,"'0007B00798","'0007B00798",2017-08-09,0.94,2.47,37.46,55.06,75.76,3.61,1.05,2.47,"3","5.6","40",2017-07-10,17319,"F",68,"Summer",2017-08-09,404,259,NA,NA
"1_775",167,"'0007ABF334","'0007ABF334",2017-08-09,3.38,8.06,43.74,NA,NA,NA,NA,NA,"5","6.9","48",2017-07-10,17290,"M",97,"Summer",2017-08-09,404,259,NA,NA
"1_775",168,"'000799EB5C","'000799EB5C",2017-08-09,1.09,2.49,62.37,31.16,24.77,1.06,0.86,1.03,"6.7","7.5","52",2017-07-10,17331,"M",56,"Summer",2017-08-09,404,259,NA,NA
"1_775",169,"'0007ABEE46","'0007ABEE46",2017-08-09,1.15,2.45,29.16,46.73,68.07,3.94,1.04,2.65,"5","6.5","46",2017-07-10,17323,"M",64,"Summer",2017-08-09,404,259,NA,NA
"1_775",170,"'0007ABCD2F","'0007ABCD2F",2017-08-09,1.26,3.08,30.38,19.72,18.86,1.51,0.81,1.24,"3.4","5.7","42",2017-07-10,17279,"F",108,"Summer",2017-08-09,404,259,NA,NA
"1_775",171,"'0007B01817","'0007B01817",2017-08-09,2.86,3.28,80.19,19.72,13.44,0.9,0.89,1.02,"5","6.2","40",2017-07-10,17292,"M",95,"Summer",2017-08-09,404,259,NA,NA
"1_775",172,"'000799A885","'000799A885",2017-08-09,1.6,2.55,37.46,47.68,53.89,3.8,1.57,2.93,"5.7","6.3","47",2017-07-10,17310,"M",77,"Summer",2017-08-09,404,259,NA,NA
"1_775",173,"'000799D095","'000799D095",2017-08-09,3.95,3.52,53.87,33.87,14.43,3.24,5.1,4.41,"4.2","5.2","37",2017-07-10,17282,"M",105,"Summer",2017-08-09,404,259,NA,NA
"1_775",174,"'0007ABF170","'0007ABF170",2017-08-09,0.97,2.65,45.56,35.51,55.37,1.55,0.56,1.19,"2.8","4.5","40",2017-07-10,17282,"F",105,"Summer",2017-08-09,404,259,NA,NA
"1_775",175,"'0007B0063F","'0007B0063F",2017-08-09,0.91,3.16,34.02,37.31,27.67,3.01,1.14,3.05,NA,"23.9",NA,2017-07-10,NA,"F",NA,"Summer",2017-08-09,404,259,NA,NA
"1_775",176,"'0007ABC87E","'0007ABC87E",2017-08-09,1.07,2.45,36.65,41.36,35.09,3.8,1.04,2.95,"4.8","6.7","43",2017-07-10,17280,"M",107,"Summer",2017-08-09,404,259,NA,NA
"1_775",177,"'0007ABE15F","'0007ABE15F",2017-08-09,1.1,10.49,44.15,19.07,9.33,0.97,1.51,1.26,"2.4","3.6","32",2017-07-10,17286,"F",101,"Summer",2017-08-09,404,259,NA,NA
"1_775",178,"'000783B8AF","'000783B8AF",2017-08-09,1.01,3.38,35.24,43.62,40.43,2.81,1.42,2.2,NA,NA,NA,2017-07-10,17278,"F",109,"Summer",2017-08-09,404,259,NA,NA
"1_775",179,"'0007AFD8AC","'0007AFD8AC",2017-08-09,0.87,2.94,40.7,41.24,51.69,3.01,1.06,1.95,"2.9","5.6","44",2017-07-10,17272,"F",115,"Summer",2017-08-09,404,259,NA,NA
"1_775",180,"'0007B0DFD0","'0007B0DFD0",2017-08-09,0.9,2.81,31.39,NA,NA,NA,NA,NA,NA,"21",NA,2017-07-10,NA,"Q",NA,"Summer",2017-08-09,404,259,NA,NA
"1_775",181,"'0007AFDBAE","'0007AFDBAE",2017-08-09,0.99,2.07,50.83,63.82,86.22,3.95,1.68,3.46,NA,NA,NA,2017-07-10,17278,"F",109,"Summer",2017-08-09,404,259,NA,NA
"1_775",182,"'0007AFD3D8","'0007AFD3D8",2017-08-09,0.93,2.84,67.64,36.03,27.31,4.62,3.47,5.07,"4.8","6.1","41",2017-07-10,17320,"M",67,"Summer",2017-08-09,404,259,NA,NA
"1_775",183,"'000783F4E5","'000783F4E5",2017-08-09,1.23,2.49,55.89,43.02,57.13,2.77,0.67,2.84,NA,"19",NA,2017-07-10,17320,"Q",67,"Summer",2017-08-09,404,259,NA,NA
"1_775",184,"'0007B01C02","'0007B01C02",2017-08-09,1.14,2.29,54.47,20.32,22.72,1.03,1.36,1.23,"4.5","5.4","40",2017-07-10,17320,"M",67,"Summer",2017-08-09,404,259,NA,NA
"1_775",185,"'0007ABCDCC","'0007ABCDCC",2017-08-09,0.99,2.61,74.93,NA,NA,NA,NA,NA,"3.2","6","40",2017-07-10,17320,"F",67,"Summer",2017-08-09,404,259,NA,NA
"1_775",186,"'0007B00CC2","'0007B00CC2",2017-08-09,0.83,2.53,52.45,54.2,69.44,3.49,2.02,3.12,NA,NA,NA,2017-07-10,17278,"F",109,"Summer",2017-08-09,404,259,NA,NA
"1_775",187,"'000783C3B6","'000783C3B6",2017-08-09,1.21,3.16,38.88,76.49,61.53,3.87,2.43,3.51,"3.4","8.3","52",2017-07-10,17275,"F",112,"Summer",2017-08-09,404,259,NA,NA
"1_775",188,"'0007B0E2E2","'0007B0E2E2",2017-08-09,1.01,2.57,38.68,58.89,48.28,3.93,2,3.62,NA,NA,NA,2017-07-10,17278,"F",109,"Summer",2017-08-09,404,259,NA,NA
"1_775",189,"'0007ABCBA4","'0007ABCBA4",2017-08-09,5.53,5.41,70.88,NA,NA,NA,NA,NA,"5","5.6","40",2017-07-10,17336,"M",51,"Summer",2017-08-09,404,259,NA,NA
"1_775",190,"'0007ABC23D","'0007ABC23D",2017-08-09,0.96,2.35,38.27,19.77,27.29,1.28,1.34,1.33,"2.2999999999999998","4.1","35",2017-07-10,17259,"F",128,"Summer",2017-08-09,404,259,NA,NA
"1_775",191,"'000783EAAE","'000783EAAE",2017-08-09,1.01,2.55,32.2,26.85,32.47,2.05,1.04,1.59,"3.8","4","33",2017-07-10,17286,"M",101,"Summer",2017-08-09,404,259,NA,NA
"1_775",192,"'000783A501","'000783A501",2017-08-09,3.87,3.34,53.06,NA,NA,NA,NA,NA,"3","5.1","42",2017-07-10,17268,"F",119,"Summer",2017-08-09,404,259,NA,NA
"1_775",193,"'0007B00B64","'0007B00B64",2017-08-09,0.99,6.56,42.53,40.14,36.91,3.04,0.84,2.45,"2.8","6.5","42",2017-07-10,17280,"F",107,"Summer",2017-08-09,404,259,NA,NA
"1_775",194,"'0007ABF1A5","'0007ABF1A5",2017-08-09,0.89,2.84,43.54,24.12,21.27,1.13,1,0.97,NA,"26.4",NA,2017-07-10,NA,"F",NA,"Summer",2017-08-09,404,259,NA,NA
"1_775",195,"'0007B0085F","'0007B0085F",2017-08-09,1.64,2.15,43.54,24.57,19.94,0.96,0.54,0.83,"3","5.4","40",2017-07-10,17272,"F",115,"Summer",2017-08-09,404,259,NA,NA
"1_775",196,"'0007ABD608","'0007ABD608",2017-08-09,1.06,3.2,50.63,42.28,40.14,2.56,1.95,2.4,"5.3","5.6","44",2017-07-10,17312,"M",75,"Summer",2017-08-09,404,259,NA,NA
"1_775",197,"'000783B5CC","'000783B5CC",2017-08-09,1.19,3.26,65.81,35.12,41.23,3.68,1.73,3.12,"2.8","4.8","36",2017-07-10,17272,"F",115,"Summer",2017-08-09,404,259,NA,NA
"1_775",198,"'0007B0E2B7","'0007B0E2B7",2017-08-09,3.24,2.59,46.98,43.52,31.78,2.83,2.7,2.78,"5.1","6","45",2017-07-10,17315,"M",72,"Summer",2017-08-09,404,259,NA,NA
"1_775",199,"'0007AC790C","'0007AC790C",2017-08-09,0.98,2.21,44.35,41.41,52.58,2.44,1.25,1.64,"4.4","5.4","44",2017-07-10,17268,"M",119,"Summer",2017-08-09,404,259,NA,NA
"1_775",200,"'0007AFD9E5","'0007AFD9E5",2017-08-09,3.75,3.08,67.03,54.78,28.62,3.55,3.21,3.89,"4.3","6.2","45",2017-07-10,17311,"M",76,"Summer",2017-08-09,404,259,NA,NA
"1_775",201,"'000783DD2A","'000783DD2A",2017-08-09,1.26,3.77,36.86,14.67,10.93,0.69,0.46,0.59,"3.6","5.7","45",2017-07-10,17334,"F",53,"Summer",2017-08-09,404,259,NA,NA
"1_775",202,"'0007B0087E","'0007B0087E",2017-08-09,5.37,4.46,92.34,NA,NA,NA,NA,NA,"4.3","4.2","39",2017-07-10,17263,"M",124,"Summer",2017-08-09,404,259,NA,NA
"1_775",203,"'0007ABEA4A","'0007ABEA4A",2017-08-09,2.13,2.35,43.54,45.48,45.33,3.54,0.99,2.69,"5","4.8","40",2017-07-10,17263,"M",124,"Summer",2017-08-09,404,259,NA,NA
"1_775",204,"'0007ABEC18","'0007ABEC18",2017-08-09,3.87,2.86,57.51,43.57,29.39,3.05,2.34,3.14,"4.6","5.3","32",2017-07-10,17334,"M",53,"Summer",2017-08-09,404,259,NA,NA
"1_775",205,"'0007B01D5C","'0007B01D5C",2017-08-09,0.93,1.97,43.94,59.62,52.91,3.23,0.65,2.19,"4.7","4","38",2017-07-10,17263,"M",124,"Summer",2017-08-09,404,259,NA,NA
"1_775",206,"'0007B0E0DF","'0007B0E0DF",2017-08-09,4.07,3.26,64.4,37.63,17.18,3.29,4.26,3.94,NA,NA,NA,2017-07-10,17278,"F",109,"Summer",2017-08-09,404,259,NA,NA
"1_775",207,"'0007AC1576","'0007AC1576",2017-08-09,1.02,4.37,39.29,37.06,52.09,2.66,0.85,1.91,"2.7","4.2","37",2017-07-10,17294,"F",93,"Summer",2017-08-09,404,259,NA,NA
"1_775",208,"'0007B0DF08","'0007B0DF08",2017-08-09,1.24,2.61,46.98,40.04,39.55,2.21,0.86,1.74,"3.2","5.8","43",2017-07-10,17291,"F",96,"Summer",2017-08-09,404,259,NA,NA
"1_775",209,"'0007AFD6E3","'0007AFD6E3",2017-08-09,1.08,3.85,47.79,44.62,61.5,3.56,1.46,2.68,"2.6","3.9","36",2017-07-10,17294,"F",93,"Summer",2017-08-09,404,259,NA,NA
"1_775",210,"'0007AFD8D6","'0007AFD8D6",2017-08-09,1,2.67,50.63,17.98,24.37,0.89,0.73,0.93,"5.3","5.2","40",2017-07-10,17289,"M",98,"Summer",2017-08-09,404,259,NA,NA
"1_775",211,"'0007AFD84D","'0007AFD84D",2017-08-09,3.28,3.46,60.14,14.56,11.46,1.68,2.74,2.46,"4.9","4.8","42",2017-07-10,17261,"M",126,"Summer",2017-08-09,404,259,NA,NA
"1_775",212,"'000783B6C9","'000783B6C9",2017-08-09,1.88,3.12,40.7,NA,NA,NA,NA,NA,"3.2","5.9","50",2017-07-10,17263,"F",124,"Summer",2017-08-09,404,259,NA,NA
"1_775",213,"'000783B3CA","'000783B3CA",2017-08-09,1.31,3.6,53.06,32.5,33.22,3.33,1.7,3.24,"3","5.6","42",2017-07-10,17291,"F",96,"Summer",2017-08-09,404,259,NA,NA
"1_775",214,"'0007AC5119","'0007AC5119",2017-08-09,1.07,2.67,45.16,37.44,68.33,3.35,1.36,2.83,"4.8","5.9","40",2017-07-10,17312,"M",75,"Summer",2017-08-09,404,259,NA,NA
"1_775",215,"'0007B00806","'0007B00806",2017-08-09,2.79,2.61,55.49,38.97,31.13,2.47,2.25,2.47,"3.4","5.3","36",2017-07-10,17330,"F",57,"Summer",2017-08-09,404,259,NA,NA
"1_775",216,"'0007B00699","'0007B00699",2017-08-09,1.11,2.57,62.17,40.36,50.04,2.59,0.89,1.74,"5.3","6.2","46",2017-07-10,17283,"M",104,"Summer",2017-08-09,404,259,NA,NA
"1_775",217,"'0007B0E0D5","'0007B0E0D5",2017-08-09,2.47,3.12,51.84,43.39,23.44,4.83,2.51,4.75,NA,"30.8",NA,2017-07-10,NA,"M",NA,"Summer",2017-08-09,404,259,NA,NA
"2_812",218,"'00079A8C6E","'00079A8C6E",2018-05-09,0.57,16.2,69.98,43.12,29.84,6.35,9.42,9,"3.1","4.3","39",2018-04-09,17263,"F",397,"Spring",2018-05-09,311,228,NA,NA
"2_812",219,"'000783DD2A","'000783DD2A",2018-05-09,0.38,12.66,61.34,36.31,45.02,4.7,7.14,7.2,"3.6","5.7","45",2018-04-09,17334,"F",326,"Spring",2018-05-09,311,228,NA,NA
"2_812",220,"'0007ABD608","'0007ABD608",2018-05-09,0.28,12.83,60.7,33.55,29.1,4.53,7.18,7.61,"5.3","5.6","44",2018-04-09,17312,"M",348,"Spring",2018-05-09,311,228,NA,NA
"2_812",221,"'0007AFD6E3","'0007AFD6E3",2018-05-09,0.36,9.01,76.46,24.98,43.08,3.69,5.16,5.59,"2.6","3.9","36",2018-04-09,17294,"F",366,"Spring",2018-05-09,311,228,NA,NA
"2_812",222,"'00079AA370","'00079AA370",2018-05-09,1.01,10.16,64.54,NA,NA,NA,NA,NA,"2.1","3.8","37",2018-04-09,17275,"F",385,"Spring",2018-05-09,311,228,NA,NA
"2_812",223,"'00079A44D8","'00079A44D8",2018-05-09,0.72,5.57,67.82,38.92,55.42,5.02,5.43,6.26,"4.1","6.2","48",2018-04-09,17312,"F",348,"Spring",2018-05-09,311,228,NA,NA
"2_812",224,"'00079A2ADC","'00079A2ADC",2018-05-09,0.53,15.42,71.93,52.39,25.01,4.66,7.38,7.21,"2.8","6.2","36",2018-04-09,17319,"F",341,"Spring",2018-05-09,311,228,NA,NA
"2_812",225,"'00079A5EAE","'00079A5EAE",2018-05-09,1.65,7.24,52.27,30.29,34.6,4.68,9.82,8.53,"3.2","5.7","42",2018-04-09,17308,"F",352,"Spring",2018-05-09,311,228,NA,NA
"2_812",226,"'00079A6412","'00079A6412",2018-05-09,0.75,11.4,51.62,NA,NA,NA,NA,NA,"3.1","6.8","46",2018-04-09,17308,"F",352,"Spring",2018-05-09,311,228,NA,NA
"2_812",227,"'00079A1B9A","'00079A1B9A",2018-05-09,1.63,15.31,63.94,NA,NA,NA,NA,NA,"2.8","5.1","43",2018-04-09,17273,"F",387,"Spring",2018-05-09,311,228,NA,NA
"2_812",228,"'0007B0197D","'0007B0197D",2018-05-09,1.55,12.81,74.74,40.9,21,5.3,8.83,8.42,"2.7","5.2","41",2018-04-09,17284,"F",376,"Spring",2018-05-09,311,228,NA,NA
"2_812",229,"'0007AC790C","'0007AC790C",2018-05-09,0.6,8.73,74.74,25.16,19.55,4.21,6.98,7.13,"4.4","5.4","44",2018-04-09,17268,"M",392,"Spring",2018-05-09,311,228,NA,NA
"2_812",230,"'0007AC5119","'0007AC5119",2018-05-09,0.8,5.62,90.72,21.53,30.92,3.17,4.82,5.38,"4.8","5.9","40",2018-04-09,17312,"M",348,"Spring",2018-05-09,311,228,NA,NA
"2_812",231,"'00079AF4CD","'00079AF4CD",2018-05-09,6.67,6.44,71.28,14.52,20.98,2.42,3.63,4.44,"4.3","6.1","45",2018-04-09,17284,"M",376,"Spring",2018-05-09,311,228,NA,NA
"2_812",232,"'0007AFDA4C","'0007AFDA4C",2018-05-09,1.03,8.06,57.24,34.93,37.93,5.02,11.94,10.66,NA,NA,NA,2018-04-09,17278,"F",382,"Spring",2018-05-09,311,228,NA,NA
"2_812",233,"'0007AFDB02","'0007AFDB02",2018-05-09,0.55,25.92,41.26,49.83,30.2,5.16,7.48,8.52,"3.6","5.2","42",2018-04-09,17312,"F",348,"Spring",2018-05-09,311,228,NA,NA
"2_812",234,"'000783F523","'000783F523",2018-05-09,0.86,26.35,189.22,49.03,61.17,5.76,8.34,8.26,"3.1","5.3","41",2018-04-09,17291,"F",369,"Spring",2018-05-09,311,228,NA,NA
"2_812",235,"'0007B10B59","'0007B10B59",2018-05-09,1.02,7.21,50.98,23.61,35.45,4,5.24,6.02,"2.9","5.9","44",2018-04-09,17274,"F",386,"Spring",2018-05-09,311,228,NA,NA
"2_812",236,"'0007B1002E","'0007B1002E",2018-05-09,1.12,8.29,55.94,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-09,17278,"F",382,"Spring",2018-05-09,311,228,NA,NA
"2_812",237,"'0007B11F84","'0007B11F84",2018-05-09,1.27,4.73,46.66,NA,NA,NA,NA,NA,"2.8","5.9","39",2018-04-09,17416,"F",244,"Spring",2018-05-09,311,228,NA,NA
"2_812",238,"'00079A086B","'00079A086B",2018-05-09,0.25,6.63,41.9,41.49,16.08,3.62,4.08,5.72,"3.1","5.9","40",2018-04-09,17416,"F",244,"Spring",2018-05-09,311,228,NA,NA
"2_812",239,"'000799FFB1","'000799FFB1",2018-05-09,0.49,8.62,77.33,47.2,41.5,6.1,5.12,8.44,"3.2","6","44",2018-04-09,17412,"F",248,"Spring",2018-05-09,311,228,NA,NA
"3_812",240,"'0007B12067","'0007B12067",2018-05-09,0.61,5.75,43.85,NA,NA,NA,NA,NA,"4","6","40",2018-04-09,17416,NA,244,"Spring",2018-05-09,311,228,NA,NA
"3_812",241,"'0007B11E29","'0007B11E29",2018-05-09,0.48,2.7,46.44,NA,NA,NA,NA,NA,"2.4","5.4","31",2018-04-09,17615,"F",45,"Spring",2018-05-09,311,228,NA,NA
"3_812",242,"'0007B10326","'0007B10326",2018-05-09,0.99,5.44,53.78,14.7238095238095,12.5714285714286,1.96190476190476,2.95238095238095,3.12857142857143,"2.2999999999999998","3.8","36",2018-04-09,17473,"F",187,"Spring",2018-05-09,311,228,NA,NA
"3_812",243,"'0007B11C72","'0007B11C72",2018-05-09,3.43,3.52,69.34,NA,NA,NA,NA,NA,"3.5","3.6","34",2018-04-09,17558,"M",102,"Spring",2018-05-09,311,228,NA,NA
"3_812",244,"'0007B0FC9B","'0007ABA10E",2018-05-09,0.37,8.7,48.6,NA,NA,NA,NA,NA,"2.9","3","36",2018-04-09,17388,"F",272,"Spring",2018-05-09,311,228,NA,NA
"3_812",245,"'0007B04C51","'0007B04C51",2018-05-09,1,7.6,51.62,NA,NA,NA,NA,NA,"3.8","6.4","55",2018-04-09,17410,"F",250,"Spring",2018-05-09,311,228,NA,NA
"3_812",246,"'0007B0CDCE","'0007B0CDCE",2018-05-09,0.91,9.18,52.7,NA,NA,NA,NA,NA,"2.6","4.1","39",2018-04-09,17472,"F",188,"Spring",2018-05-09,311,228,NA,NA
